iter	Passed	Remaining
1663	88862	284957
1664	88912	284894
1665	88963	284831
1666	89013	284767
1667	89064	284708
1668	89116	284648
1669	89167	284587
1670	89216	284521
1671	89266	284457
1672	89317	284395
1673	89367	284331
1674	89417	284267
1675	89467	284202
1676	89516	284135
1677	89566	284071
1678	89615	284005
1679	89665	283940
1680	89715	283876
1681	89765	283812
1682	89817	283755
1683	89867	283691
1684	89917	283628
1685	89965	283557
1686	90016	283496
1687	90067	283433
1688	90117	283369
1689	90166	283304
1690	90217	283243
1691	90266	283175
1692	90315	283110
1693	90365	283046
1694	90415	282982
1695	90465	282917
1696	90514	282852
1697	90564	282786
1698	90615	282725
1699	90665	282663
1700	90714	282596
1701	90764	282531
1702	90814	282469
1703	90876	282442
1704	90936	282409
1705	91010	282420
1706	91068	282381
1707	91121	282326
1708	91175	282275
1709	91224	282210
1710	91274	282144
1711	91323	282079
1712	91374	282017
1713	91433	281983
1714	91485	281923
1715	91536	281863
1716	91586	281801
1717	91637	281740
1718	91687	281675
1719	91737	281613
1720	91786	281547
1721	91837	281484
1722	91887	281421
1723	91937	281359
1724	91991	281308
1725	92143	281556
1726	92199	281510
1727	92247	281440
1728	92299	281381
1729	92347	281312
1730	92397	281249
1731	92449	281191
1732	92498	281126
1733	92548	281062
1734	92600	281004
1735	92652	280945
1736	92717	280928
1737	92767	280865
1738	92819	280806
1739	92869	280744
1740	92920	280682
1741	92969	280617
1742	93019	280554
1743	93070	280491
1744	93120	280427
1745	93170	280364
1746	93223	280310
1747	93274	280251
1748	93324	280187
1749	93375	280125
1750	93425	280063
1751	93478	280008
1752	93528	279944
1753	93577	279879
1754	93628	279817
1755	93677	279751
1756	93728	279690
1757	93777	279626
1758	93827	279563
1759	93876	279496
1760	93924	279427
1761	93976	279368
1762	94039	279345
1763	94090	279285
1764	94143	279229
1765	94193	279167
1766	94244	279105
1767	94293	279040
1768	94342	278975
1769	94408	278958
1770	94457	278893
1771	94509	278835
1772	94558	278769
1773	94622	278748
1774	94672	278683
1775	94723	278623
1776	94774	278564
1777	94824	278500
1778	94875	278439
1779	94926	278378
1780	94974	278312
1781	95025	278250
1782	95075	278187
1783	95124	278122
1784	95176	278063
1785	95225	277999
1786	95275	277936
1787	95325	277871
1788	95375	277809
1789	95424	277743
1790	95474	277680
1791	95524	277618
1792	95575	277556
1793	95623	277490
1794	95675	277431
1795	95724	277366
1796	95775	277305
1797	95825	277244
1798	95876	277183
1799	95949	277188
1800	95999	277124
1801	96049	277060
1802	96098	276996
1803	96149	276935
1804	96201	276879
1805	96256	276830
1806	96311	276782
1807	96363	276725
1808	96411	276657
1809	96462	276596
1810	96513	276537
1811	96562	276472
1812	96611	276407
1813	96660	276341
1814	96711	276281
1815	96763	276222
1816	96811	276154
1817	96861	276092
1818	96911	276030
1819	96961	275968
1820	97011	275904
1821	97061	275841
1822	97111	275779
1823	97160	275714
1824	97210	275652
1825	97266	275606
1826	97382	275729
1827	97467	275767
1828	97517	275704
1829	97568	275644
1830	97633	275623
1831	97682	275559
1832	97732	275494
1833	97783	275436
1834	97833	275373
1835	97885	275316
1836	97946	275283
1837	98003	275242
1838	98052	275177
1839	98102	275113
1840	98152	275050
1841	98202	274988
1842	98251	274923
1843	98302	274863
1844	98352	274800
1845	98402	274738
1846	98451	274673
1847	98500	274608
1848	98551	274546
1849	98600	274483
1850	98650	274420
1851	98701	274360
1852	98751	274298
1853	98801	274235
1854	98852	274176
1855	98901	274109
1856	98951	274048
1857	99003	273991
1858	99052	273925
1859	99101	273861
1860	99151	273797
1861	99202	273740
1862	99252	273676
1863	99302	273615
1864	99352	273553
1865	99402	273490
1866	99452	273426
1867	99503	273368
1868	99554	273309
1869	99606	273251
1870	99656	273189
1871	99707	273131
1872	99758	273069
1873	99807	273005
1874	99859	272948
1875	99909	272886
1876	99958	272823
1877	100016	272782
1878	100065	272717
1879	100114	272651
1880	100165	272592
1881	100216	272532
1882	100270	272481
1883	100319	272417
1884	100369	272355
1885	100420	272296
1886	100471	272237
1887	100522	272177
1888	100572	272116
1889	100623	272055
1890	100673	271994
1891	100723	271932
1892	100773	271869
1893	100825	271812
1894	100876	271753
1895	100926	271691
1896	100976	271631
1897	101025	271565
1898	101073	271499
1899	101123	271436
1900	101173	271375
1901	101223	271313
1902	101274	271253
1903	101324	271191
1904	101373	271126
1905	101425	271070
1906	101479	271019
1907	101528	270954
1908	101578	270893
1909	101629	270835
1910	101679	270773
1911	101730	270714
1912	101780	270651
1913	101831	270592
1914	101881	270530
1915	101930	270468
1916	101980	270405
1917	102031	270345
1918	102082	270286
1919	102131	270221
1920	102181	270160
1921	102230	270098
1922	102280	270036
1923	102331	269976
1924	102380	269911
1925	102432	269856
1926	102573	270034
1927	102636	270007
1928	102684	269940
1929	102734	269878
1930	102786	269820
1931	102835	269757
1932	102887	269699
1933	102937	269637
1934	102987	269576
1935	103036	269511
1936	103086	269452
1937	103152	269430
1938	103202	269370
1939	103252	269307
1940	103303	269247
1941	103352	269185
1942	103401	269120
1943	103452	269061
1944	103504	269004
1945	103554	268942
1946	103603	268878
1947	103651	268812
1948	103702	268753
1949	103751	268690
1950	103800	268626
1951	103850	268564
1952	103903	268509
1953	104101	268831
1954	104152	268771
1955	104213	268739
1956	104261	268672
1957	104310	268607
1958	104361	268547
1959	104420	268509
1960	104468	268442
1961	104532	268417
1962	104582	268356
1963	104630	268289
1964	104678	268222
1965	104732	268171
1966	104784	268113
1967	104833	268050
1968	104883	267988
1969	104933	267927
1970	104981	267860
1971	105029	267792
1972	105077	267726
1973	105124	267658
1974	105186	267625
1975	105234	267558
1976	105280	267488
1977	105326	267415
1978	105374	267350
1979	105422	267283
1980	105469	267214
1981	105532	267184
1982	105605	267182
1983	105673	267166
1984	105742	267153
1985	105853	267246
1986	105928	267246
1987	105991	267219
1988	106055	267192
1989	106121	267169
1990	106190	267156
1991	106303	267254
1992	106420	267359
1993	106522	267427
1994	106654	267571
1995	106841	267854
1996	107038	268159
1997	107111	268153
1998	107279	268386
1999	107398	268495
2000	107588	268783
2001	107699	268872
2002	107755	268823
2003	107821	268801
2004	107890	268784
2005	107948	268740
2006	108002	268688
2007	108059	268642
2008	108119	268603
2009	108179	268564
2010	108239	268526
2011	108301	268492
2012	108385	268513
2013	108468	268533
2014	108573	268604
2015	108685	268694
2016	108741	268646
2017	108792	268584
2018	108853	268547
2019	108968	268644
2020	109066	268699
2021	109115	268634
2022	109164	268568
2023	109214	268504
2024	109264	268438
2025	109314	268376
2026	109364	268313
2027	109414	268249
2028	109477	268217
2029	109524	268147
2030	109572	268078
2031	109621	268012
2032	109720	268068
2033	109801	268080
2034	109852	268019
2035	109903	267956
2036	109950	267887
2037	109998	267817
2038	110046	267748
2039	110095	267683
2040	110143	267615
2041	110191	267547
2042	110239	267478
2043	110288	267412
2044	110336	267342
2045	110384	267274
2046	110432	267207
2047	110482	267142
2048	110531	267076
2049	110580	267010
2050	110629	266944
2051	110675	266872
2052	110722	266802
2053	110773	266740
2054	110823	266676
2055	110871	266609
2056	110912	266525
2057	110961	266459
2058	111008	266388
2059	111054	266315
2060	111103	266250
2061	111154	266188
2062	111202	266120
2063	111251	266054
2064	111300	265988
2065	111347	265919
2066	111396	265853
2067	111446	265790
2068	111496	265726
2069	111546	265663
2070	111593	265594
2071	111644	265531
2072	111693	265466
2073	111742	265400
2074	111788	265330
2075	111834	265257
2076	111882	265190
2077	111932	265125
2078	111979	265056
2079	112029	264991
2080	112078	264926
2081	112127	264861
2082	112177	264799
2083	112226	264732
2084	112275	264668
2085	112323	264600
2086	112371	264532
2087	112421	264470
2088	112470	264406
2089	112520	264343
2090	112571	264280
2091	112620	264216
2092	112669	264151
2093	112718	264086
2094	112767	264020
2095	112815	263954
2096	112864	263889
2097	112911	263818
2098	112959	263751
2099	113007	263684
2100	113056	263619
2101	113104	263552
2102	113153	263487
2103	113202	263421
2104	113268	263396
2105	113321	263341
2106	113371	263277
2107	113420	263212
2108	113468	263145
2109	113521	263090
2110	113569	263022
2111	113618	262957
2112	113667	262892
2113	113714	262824
2114	113762	262757
2115	113810	262689
2116	113859	262624
2117	113907	262558
2118	113956	262492
2119	114005	262426
2120	114050	262354
2121	114095	262280
2122	114143	262212
2123	114191	262146
2124	114240	262082
2125	114289	262016
2126	114341	261959
2127	114467	262070
2128	114526	262027
2129	114574	261962
2130	114624	261899
2131	114673	261834
2132	114723	261772
2133	114773	261709
2134	114823	261647
2135	114873	261585
2136	114922	261520
2137	114973	261459
2138	115037	261429
2139	115087	261365
2140	115134	261298
2141	115182	261231
2142	115230	261163
2143	115278	261096
2144	115326	261029
2145	115373	260960
2146	115422	260896
2147	115470	260830
2148	115518	260762
2149	115566	260696
2150	115615	260631
2151	115664	260566
2152	115713	260502
2153	115761	260436
2154	115810	260371
2155	115860	260310
2156	115911	260249
2157	115960	260185
2158	116011	260125
2159	116061	260063
2160	116109	259998
2161	116157	259930
2162	116204	259862
2163	116253	259798
2164	116302	259732
2165	116350	259666
2166	116396	259596
2167	116444	259529
2168	116493	259464
2169	116539	259394
2170	116587	259327
2171	116635	259261
2172	116683	259196
2173	116733	259133
2174	116782	259069
2175	116831	259005
2176	116879	258938
2177	116928	258874
2178	116977	258809
2179	117023	258740
2180	117070	258672
2181	117118	258605
2182	117165	258537
2183	117211	258467
2184	117261	258404
2185	117308	258337
2186	117356	258269
2187	117404	258203
2188	117452	258138
2189	117500	258072
2190	117549	258007
2191	117598	257944
2192	117647	257880
2193	117696	257815
2194	117743	257748
2195	117792	257685
2196	117841	257620
2197	117889	257553
2198	117938	257490
2199	117986	257425
2200	118035	257360
2201	118084	257298
2202	118133	257233
2203	118183	257173
2204	118235	257114
2205	118284	257052
2206	118339	257001
2207	118387	256935
2208	118436	256871
2209	118485	256808
2210	118533	256742
2211	118582	256677
2212	118632	256616
2213	118679	256550
2214	118728	256485
2215	118777	256422
2216	118824	256355
2217	118874	256292
2218	118923	256229
2219	118972	256165
2220	119023	256105
2221	119072	256043
2222	119121	255980
2223	119175	255927
2224	119223	255862
2225	119272	255797
2226	119325	255742
2227	119454	255851
2228	119505	255792
2229	119553	255726
2230	119599	255657
2231	119647	255591
2232	119712	255562
2233	119758	255491
2234	119806	255426
2235	119855	255363
2236	119904	255300
2237	119952	255233
2238	120000	255168
2239	120048	255103
2240	120103	255052
2241	120151	254986
2242	120199	254921
2243	120248	254857
2244	120296	254792
2245	120345	254728
2246	120393	254663
2247	120441	254598
2248	120488	254530
2249	120537	254467
2250	120586	254404
2251	120634	254340
2252	120683	254275
2253	120731	254210
2254	120779	254145
2255	120828	254082
2256	120887	254040
2257	120935	253975
2258	120983	253910
2259	121032	253846
2260	121080	253782
2261	121129	253717
2262	121178	253655
2263	121232	253602
2264	121281	253539
2265	121329	253475
2266	121377	253409
2267	121424	253342
2268	121472	253277
2269	121520	253212
2270	121568	253147
2271	121616	253082
2272	121664	253017
2273	121712	252951
2274	121765	252897
2275	121813	252833
2276	121863	252770
2277	121910	252704
2278	121956	252636
2279	122005	252572
2280	122056	252513
2281	122106	252452
2282	122159	252399
2283	122209	252339
2284	122261	252280
2285	122310	252219
2286	122359	252155
2287	122409	252095
2288	122456	252028
2289	122505	251965
2290	122554	251902
2291	122601	251836
2292	122650	251772
2293	122699	251709
2294	122748	251647
2295	122796	251582
2296	122844	251519
2297	122893	251454
2298	122940	251389
2299	122988	251323
2300	123035	251256
2301	123082	251190
2302	123131	251128
2303	123181	251066
2304	123228	251000
2305	123283	250950
2306	123335	250895
2307	123368	250798
2308	123416	250734
2309	123464	250669
2310	123512	250606
2311	123561	250544
2312	123610	250481
2313	123657	250414
2314	123704	250348
2315	123769	250317
2316	123817	250253
2317	123864	250187
2318	123913	250124
2319	123962	250061
2320	124010	249998
2321	124058	249933
2322	124106	249868
2323	124153	249802
2324	124200	249737
2325	124247	249670
2326	124299	249614
2327	124355	249565
2328	124442	249579
2329	124500	249534
2330	124547	249469
2331	124596	249407
2332	124645	249345
2333	124695	249283
2334	124743	249219
2335	124792	249158
2336	124841	249094
2337	124888	249028
2338	124936	248964
2339	124984	248900
2340	125032	248837
2341	125080	248772
2342	125128	248707
2343	125175	248642
2344	125223	248578
2345	125272	248516
2346	125321	248453
2347	125370	248390
2348	125420	248332
2349	125484	248298
2350	125539	248248
2351	125587	248185
2352	125635	248120
2353	125683	248057
2354	125732	247994
2355	125781	247932
2356	125828	247867
2357	125877	247803
2358	125925	247740
2359	125985	247699
2360	126043	247656
2361	126092	247594
2362	126141	247532
2363	126190	247470
2364	126238	247405
2365	126286	247342
2366	126335	247280
2367	126384	247217
2368	126432	247155
2369	126480	247091
2370	126530	247029
2371	126577	246965
2372	126626	246902
2373	126673	246836
2374	126721	246774
2375	126771	246713
2376	126825	246661
2377	126872	246596
2378	126920	246532
2379	126975	246481
2380	127024	246420
2381	127074	246359
2382	127123	246298
2383	127171	246234
2384	127219	246171
2385	127270	246112
2386	127319	246052
2387	127367	245988
2388	127418	245929
2389	127465	245865
2390	127514	245801
2391	127562	245739
2392	127617	245688
2393	127663	245622
2394	127728	245591
2395	127777	245529
2396	127825	245465
2397	127874	245404
2398	127923	245342
2399	127970	245276
2400	128017	245211
2401	128064	245146
2402	128114	245085
2403	128162	245022
2404	128211	244960
2405	128265	244909
2406	128321	244860
2407	128369	244798
2408	128420	244739
2409	128468	244675
2410	128515	244610
2411	128563	244547
2412	128611	244483
2413	128659	244420
2414	128707	244357
2415	128755	244293
2416	128802	244228
2417	128851	244168
2418	128900	244105
2419	128948	244042
2420	128997	243981
2421	129045	243919
2422	129095	243858
2423	129143	243795
2424	129192	243734
2425	129242	243674
2426	129296	243622
2427	129424	243710
2428	129479	243659
2429	129529	243600
2430	129577	243537
2431	129625	243474
2432	129672	243409
2433	129721	243347
2434	129769	243283
2435	129818	243223
2436	129866	243159
2437	129912	243092
2438	129958	243026
2439	130005	242960
2440	130053	242897
2441	130099	242830
2442	130148	242769
2443	130196	242707
2444	130245	242644
2445	130294	242583
2446	130342	242520
2447	130391	242459
2448	130440	242398
2449	130487	242334
2450	130535	242271
2451	130583	242208
2452	130631	242144
2453	130678	242080
2454	130724	242014
2455	130772	241950
2456	130820	241888
2457	130868	241825
2458	130917	241762
2459	130966	241702
2460	131015	241641
2461	131062	241577
2462	131110	241514
2463	131159	241452
2464	131207	241390
2465	131255	241326
2466	131302	241263
2467	131341	241182
2468	131388	241118
2469	131436	241055
2470	131484	240993
2471	131533	240931
2472	131582	240871
2473	131631	240809
2474	131680	240748
2475	131729	240688
2476	131776	240624
2477	131824	240560
2478	131872	240498
2479	131922	240438
2480	131971	240377
2481	132019	240316
2482	132067	240253
2483	132115	240190
2484	132163	240128
2485	132210	240064
2486	132261	240005
2487	132308	239941
2488	132355	239878
2489	132402	239812
2490	132448	239747
2491	132495	239682
2492	132544	239621
2493	132594	239562
2494	132645	239505
2495	132694	239444
2496	132742	239383
2497	132791	239321
2498	132839	239259
2499	132886	239196
2500	132935	239135
2501	132984	239073
2502	133031	239010
2503	133079	238947
2504	133129	238888
2505	133188	238845
2506	133237	238785
2507	133285	238723
2508	133334	238662
2509	133382	238599
2510	133429	238535
2511	133476	238472
2512	133524	238409
2513	133572	238347
2514	133621	238286
2515	133668	238223
2516	133717	238162
2517	133766	238101
2518	133813	238038
2519	133861	237976
2520	133911	237917
2521	133961	237857
2522	134010	237798
2523	134061	237741
2524	134109	237679
2525	134159	237620
2526	134231	237601
2527	134305	237585
2528	134359	237533
2529	134406	237468
2530	134454	237406
2531	134500	237341
2532	134549	237280
2533	134596	237217
2534	134644	237155
2535	134692	237092
2536	134741	237032
2537	134789	236971
2538	134837	236908
2539	134884	236844
2540	134937	236791
2541	134984	236727
2542	135033	236666
2543	135081	236605
2544	135132	236547
2545	135184	236492
2546	135232	236431
2547	135280	236369
2548	135329	236308
2549	135376	236245
2550	135425	236184
2551	135474	236124
2552	135523	236065
2553	135571	236002
2554	135619	235941
2555	135667	235879
2556	135716	235819
2557	135765	235759
2558	135812	235695
2559	135860	235632
2560	135907	235569
2561	135974	235540
2562	136022	235479
2563	136072	235420
2564	136121	235360
2565	136169	235298
2566	136219	235239
2567	136267	235178
2568	136316	235117
2569	136364	235056
2570	136412	234994
2571	136459	234931
2572	136507	234868
2573	136556	234810
2574	136605	234748
2575	136655	234691
2576	136704	234631
2577	136752	234569
2578	136800	234507
2579	136848	234445
2580	136895	234381
2581	136941	234317
2582	136989	234255
2583	137038	234195
2584	137087	234135
2585	137135	234074
2586	137183	234012
2587	137232	233953
2588	137282	233895
2589	137329	233832
2590	137378	233770
2591	137424	233706
2592	137472	233645
2593	137519	233582
2594	137567	233520
2595	137616	233460
2596	137663	233397
2597	137712	233336
2598	137761	233277
2599	137809	233215
2600	137856	233153
2601	137904	233091
2602	137951	233029
2603	137999	232966
2604	138046	232904
2605	138100	232852
2606	138150	232795
2607	138199	232734
2608	138248	232674
2609	138296	232613
2610	138344	232551
2611	138391	232488
2612	138439	232427
2613	138487	232367
2614	138536	232306
2615	138585	232246
2616	138632	232184
2617	138681	232125
2618	138730	232064
2619	138776	232000
2620	138823	231937
2621	138872	231877
2622	138919	231814
2623	138967	231754
2624	139016	231694
2625	139063	231631
2626	139117	231579
2627	139242	231647
2628	139311	231621
2629	139359	231559
2630	139406	231496
2631	139453	231433
2632	139501	231372
2633	139551	231314
2634	139600	231254
2635	139648	231193
2636	139697	231133
2637	139744	231071
2638	139801	231024
2639	139849	230963
2640	139898	230903
2641	139945	230842
2642	139992	230779
2643	140040	230717
2644	140090	230659
2645	140155	230626
2646	140201	230562
2647	140252	230505
2648	140301	230446
2649	140349	230385
2650	140398	230325
2651	140446	230263
2652	140491	230198
2653	140539	230137
2654	140589	230079
2655	140638	230019
2656	140686	229958
2657	140733	229896
2658	140781	229835
2659	140830	229775
2660	140879	229715
2661	140926	229654
2662	140974	229592
2663	141022	229532
2664	141081	229489
2665	141129	229428
2666	141176	229365
2667	141223	229302
2668	141272	229243
2669	141320	229182
2670	141368	229122
2671	141417	229062
2672	141465	229000
2673	141514	228942
2674	141562	228881
2675	141610	228819
2676	141658	228759
2677	141714	228712
2678	141762	228651
2679	141811	228591
2680	141858	228528
2681	141904	228465
2682	141951	228403
2683	141998	228340
2684	142046	228280
2685	142095	228220
2686	142143	228158
2687	142191	228098
2688	142240	228039
2689	142288	227979
2690	142337	227919
2691	142386	227860
2692	142433	227798
2693	142481	227738
2694	142528	227675
2695	142578	227618
2696	142626	227557
2697	142675	227498
2698	142725	227441
2699	142771	227376
2700	142819	227315
2701	142866	227254
2702	142914	227193
2703	142961	227131
2704	143020	227088
2705	143071	227031
2706	143121	226975
2707	143170	226916
2708	143220	226858
2709	143269	226800
2710	143318	226740
2711	143366	226679
2712	143413	226618
2713	143461	226557
2714	143511	226499
2715	143558	226438
2716	143604	226373
2717	143651	226312
2718	143699	226252
2719	143748	226192
2720	143795	226131
2721	143841	226067
2722	143887	226003
2723	143936	225944
2724	143985	225885
2725	144033	225825
2726	144120	225825
2727	144195	225807
2728	144252	225761
2729	144300	225701
2730	144348	225640
2731	144396	225580
2732	144442	225516
2733	144490	225455
2734	144538	225395
2735	144587	225336
2736	144636	225277
2737	144685	225219
2738	144733	225159
2739	144781	225098
2740	144828	225036
2741	144876	224976
2742	144924	224915
2743	144968	224849
2744	145016	224788
2745	145065	224730
2746	145114	224671
2747	145163	224612
2748	145211	224552
2749	145261	224494
2750	145308	224432
2751	145356	224372
2752	145406	224315
2753	145455	224256
2754	145502	224195
2755	145549	224133
2756	145598	224074
2757	145647	224015
2758	145694	223955
2759	145743	223895
2760	145792	223837
2761	145840	223777
2762	145886	223714
2763	145931	223648
2764	145981	223591
2765	146030	223532
2766	146079	223474
2767	146124	223410
2768	146172	223350
2769	146220	223290
2770	146267	223227
2771	146316	223168
2772	146364	223108
2773	146412	223048
2774	146460	222989
2775	146507	222927
2776	146553	222865
2777	146600	222803
2778	146647	222742
2779	146695	222681
2780	146744	222623
2781	146794	222566
2782	146842	222506
2783	146890	222445
2784	146937	222385
2785	146985	222324
2786	147031	222261
2787	147078	222200
2788	147128	222144
2789	147211	222137
2790	147258	222075
2791	147307	222015
2792	147356	221957
2793	147402	221894
2794	147450	221835
2795	147500	221778
2796	147550	221721
2797	147598	221661
2798	147645	221599
2799	147693	221539
2800	147741	221480
2801	147797	221433
2802	147846	221373
2803	147894	221313
2804	147942	221254
2805	147995	221202
2806	148045	221145
2807	148094	221086
2808	148142	221026
2809	148190	220967
2810	148239	220908
2811	148286	220848
2812	148334	220788
2813	148381	220726
2814	148427	220664
2815	148475	220603
2816	148524	220545
2817	148573	220487
2818	148620	220426
2819	148667	220365
2820	148715	220305
2821	148763	220246
2822	148813	220189
2823	148861	220129
2824	148910	220071
2825	148959	220013
2826	149010	219957
2827	149133	220008
2828	149200	219977
2829	149248	219916
2830	149293	219853
2831	149341	219793
2832	149390	219735
2833	149438	219676
2834	149486	219616
2835	149534	219555
2836	149581	219495
2837	149629	219435
2838	149697	219405
2839	149746	219347
2840	149795	219288
2841	149842	219227
2842	149889	219167
2843	149938	219108
2844	149987	219049
2845	150035	218990
2846	150086	218935
2847	150135	218877
2848	150184	218818
2849	150233	218760
2850	150281	218701
2851	150330	218642
2852	150378	218583
2853	150425	218523
2854	150473	218463
2855	150521	218404
2856	150570	218345
2857	150622	218291
2858	150670	218232
2859	150720	218175
2860	150768	218115
2861	150816	218056
2862	150865	217998
2863	150912	217938
2864	150962	217881
2865	151011	217823
2866	151061	217766
2867	151108	217705
2868	151155	217645
2869	151204	217586
2870	151252	217527
2871	151300	217468
2872	151345	217405
2873	151412	217371
2874	151460	217312
2875	151509	217254
2876	151556	217194
2877	151603	217133
2878	151652	217074
2879	151700	217015
2880	151748	216956
2881	151795	216895
2882	151841	216833
2883	151889	216774
2884	151938	216716
2885	151987	216658
2886	152034	216598
2887	152083	216539
2888	152131	216481
2889	152180	216422
2890	152228	216363
2891	152276	216303
2892	152325	216246
2893	152375	216189
2894	152424	216131
2895	152470	216070
2896	152517	216009
2897	152566	215950
2898	152613	215890
2899	152660	215829
2900	152708	215771
2901	152753	215707
2902	152802	215649
2903	152850	215590
2904	152897	215529
2905	152950	215477
2906	153000	215422
2907	153051	215366
2908	153098	215306
2909	153145	215245
2910	153193	215186
2911	153240	215126
2912	153289	215068
2913	153338	215011
2914	153386	214952
2915	153441	214902
2916	153489	214843
2917	153538	214785
2918	153585	214725
2919	153633	214666
2920	153682	214608
2921	153730	214549
2922	153779	214491
2923	153827	214432
2924	153872	214370
2925	153920	214310
2926	153970	214253
2927	154043	214229
2928	154116	214205
2929	154173	214159
2930	154222	214100
2931	154270	214043
2932	154318	213982
2933	154365	213923
2934	154413	213864
2935	154461	213805
2936	154510	213747
2937	154559	213689
2938	154606	213629
2939	154654	213570
2940	154702	213512
2941	154751	213454
2942	154799	213394
2943	154846	213334
2944	154894	213276
2945	154942	213216
2946	154988	213155
2947	155035	213095
2948	155083	213035
2949	155132	212978
2950	155180	212920
2951	155227	212859
2952	155274	212799
2953	155322	212740
2954	155387	212704
2955	155437	212648
2956	155486	212591
2957	155535	212533
2958	155583	212475
2959	155631	212415
2960	155678	212355
2961	155726	212297
2962	155774	212237
2963	155821	212177
2964	155868	212117
2965	155914	212056
2966	155962	211997
2967	156011	211940
2968	156079	211908
2969	156126	211849
2970	156174	211789
2971	156222	211731
2972	156271	211673
2973	156319	211615
2974	156368	211556
2975	156413	211493
2976	156460	211433
2977	156510	211378
2978	156557	211319
2979	156606	211260
2980	156653	211201
2981	156701	211141
2982	156749	211084
2983	156798	211026
2984	156846	210967
2985	156893	210908
2986	156941	210849
2987	156990	210792
2988	157039	210734
2989	157087	210676
2990	157135	210616
2991	157183	210558
2992	157230	210498
2993	157277	210438
2994	157325	210379
2995	157372	210320
2996	157420	210261
2997	157467	210201
2998	157512	210139
2999	157559	210079
3000	157607	210020
3001	157654	209961
3002	157704	209905
3003	157753	209848
3004	157802	209790
3005	157849	209730
3006	157897	209672
3007	157945	209613
3008	157993	209555
3009	158041	209496
3010	158089	209438
3011	158137	209380
3012	158186	209322
3013	158233	209263
3014	158281	209204
3015	158328	209144
3016	158375	209085
3017	158424	209027
3018	158470	208966
3019	158518	208907
3020	158565	208848
3021	158612	208788
3022	158658	208727
3023	158707	208671
3024	158756	208613
3025	158786	208532
3026	158835	208475
3027	158901	208439
3028	159009	208460
3029	159067	208414
3030	159114	208355
3031	159162	208297
3032	159210	208238
3033	159259	208181
3034	159307	208123
3035	159355	208064
3036	159401	208004
3037	159450	207946
3038	159497	207887
3039	159545	207828
3040	159592	207769
3041	159639	207709
3042	159687	207651
3043	159735	207593
3044	159782	207533
3045	159828	207472
3046	159877	207415
3047	159924	207356
3048	159971	207297
3049	160020	207239
3050	160069	207182
3051	160117	207124
3052	160183	207089
3053	160230	207030
3054	160278	206971
3055	160327	206915
3056	160374	206855
3057	160422	206797
3058	160468	206736
3059	160533	206699
3060	160580	206640
3061	160627	206581
3062	160676	206524
3063	160724	206465
3064	160770	206405
3065	160819	206348
3066	160867	206290
3067	160915	206231
3068	160961	206171
3069	161009	206113
3070	161058	206056
3071	161107	205999
3072	161155	205941
3073	161204	205884
3074	161253	205827
3075	161301	205769
3076	161349	205711
3077	161396	205651
3078	161444	205593
3079	161493	205537
3080	161541	205479
3081	161588	205420
3082	161636	205362
3083	161685	205305
3084	161732	205246
3085	161780	205188
3086	161827	205128
3087	161875	205070
3088	161925	205014
3089	161973	204956
3090	162019	204896
3091	162065	204836
3092	162112	204776
3093	162161	204719
3094	162210	204663
3095	162259	204606
3096	162308	204549
3097	162355	204490
3098	162404	204433
3099	162455	204379
3100	162504	204322
3101	162553	204266
3102	162602	204208
3103	162648	204148
3104	162696	204091
3105	162748	204037
3106	162795	203979
3107	162843	203921
3108	162890	203862
3109	162938	203804
3110	162986	203746
3111	163032	203686
3112	163080	203628
3113	163130	203572
3114	163179	203516
3115	163227	203457
3116	163276	203401
3117	163338	203361
3118	163386	203303
3119	163436	203247
3120	163487	203193
3121	163535	203135
3122	163583	203077
3123	163630	203019
3124	163679	202962
3125	163728	202906
3126	163783	202856
3127	163888	202869
3128	163951	202830
3129	163997	202769
3130	164044	202710
3131	164084	202642
3132	164131	202583
3133	164177	202523
3134	164225	202466
3135	164274	202409
3136	164321	202350
3137	164369	202292
3138	164415	202232
3139	164463	202174
3140	164510	202115
3141	164558	202058
3142	164606	202000
3143	164653	201941
3144	164702	201884
3145	164751	201827
3146	164800	201771
3147	164850	201716
3148	164898	201658
3149	164945	201600
3150	164993	201541
3151	165041	201484
3152	165089	201426
3153	165136	201368
3154	165198	201328
3155	165246	201269
3156	165293	201210
3157	165340	201152
3158	165388	201094
3159	165437	201037
3160	165482	200977
3161	165528	200916
3162	165575	200857
3163	165622	200799
3164	165671	200743
3165	165719	200685
3166	165767	200627
3167	165814	200568
3168	165861	200509
3169	165908	200450
3170	165955	200392
3171	166003	200334
3172	166050	200275
3173	166096	200216
3174	166144	200158
3175	166191	200099
3176	166240	200043
3177	166289	199986
3178	166336	199928
3179	166383	199869
3180	166429	199809
3181	166476	199751
3182	166523	199692
3183	166572	199635
3184	166619	199577
3185	166667	199520
3186	166715	199462
3187	166763	199404
3188	166810	199346
3189	166859	199289
3190	166907	199232
3191	166955	199174
3192	167002	199116
3193	167050	199058
3194	167098	199001
3195	167145	198943
3196	167192	198884
3197	167241	198828
3198	167289	198771
3199	167338	198714
3200	167388	198658
3201	167436	198602
3202	167484	198544
3203	167538	198494
3204	167586	198437
3205	167636	198381
3206	167684	198325
3207	167733	198268
3208	167780	198209
3209	167825	198149
3210	167874	198092
3211	167922	198035
3212	167954	197959
3213	168001	197901
3214	168050	197844
3215	168096	197785
3216	168144	197727
