iter	Logloss
226	0.1463962055
227	0.1463000504
228	0.1455598497
229	0.1448679509
230	0.1445172519
231	0.1439133946
232	0.1437967371
233	0.1437323936
234	0.1426291642
235	0.1406446758
236	0.1393553051
237	0.138291377
238	0.1378617666
239	0.1375329209
240	0.1373455216
241	0.1370448148
242	0.1366723411
243	0.1358991103
244	0.1355515469
245	0.135180439
246	0.1343491498
247	0.1342929192
248	0.1334087777
249	0.1328532989
250	0.132290377
251	0.1322486131
252	0.1314252723
253	0.1309455787
254	0.1304969929
255	0.1301918679
256	0.1295163105
257	0.1292040923
258	0.1283190464
259	0.1279166702
260	0.1272621963
261	0.12715452
262	0.1264743962
263	0.1263124255
264	0.1261190921
265	0.125581657
266	0.1249803227
267	0.1246375967
268	0.1242540919
269	0.1238391524
270	0.1228511353
271	0.1225798683
272	0.1218752253
273	0.1209036594
274	0.1205786253
275	0.1196459583
276	0.1187684787
277	0.1185016516
278	0.1183244514
279	0.1175669882
280	0.1174450969
281	0.1170601563
282	0.1168945555
283	0.1163536385
284	0.1162072398
285	0.1155337495
286	0.1149521225
287	0.1145786487
288	0.1141551506
289	0.113476348
290	0.1131273637
291	0.1127714288
292	0.1124990677
293	0.112383304
294	0.1117512651
295	0.1114681988
296	0.1113294192
297	0.1108567626
298	0.1104582186
299	0.1102395918
300	0.1100930572
301	0.1096241395
302	0.1091846399
303	0.1090440993
304	0.1087710081
305	0.1079521378
306	0.1076578277
307	0.1075464438
308	0.1073613416
309	0.1067649801
310	0.1065076435
311	0.1060219322
312	0.1056916635
313	0.1055582566
314	0.1051078207
315	0.1048196358
316	0.1044104201
317	0.1034419981
318	0.10326472
319	0.1029682862
320	0.102617658
321	0.1023858873
322	0.1022605838
323	0.1021935944
324	0.1014693052
325	0.1007208608
326	0.1006299176
327	0.1004469891
328	0.1001846454
329	0.1001601282
330	0.09985404978
331	0.09958166105
332	0.09953366592
333	0.09896153555
334	0.09815900665
335	0.09787214065
336	0.0978353328
337	0.09716241027
338	0.09671972317
339	0.0965546025
340	0.09613804832
341	0.09583926317
342	0.09547070168
343	0.0952699688
344	0.09500444209
345	0.09469548052
346	0.0942882219
347	0.09373405054
348	0.09341132866
349	0.09308703397
350	0.09237425634
351	0.09201393117
352	0.09137426969
353	0.09086745711
354	0.09084610351
355	0.09054600703
356	0.09029984678
357	0.09009415846
358	0.08972964175
359	0.08942003813
360	0.08927697591
361	0.08885859656
362	0.08822181684
363	0.08787868424
364	0.08780762766
365	0.08750435724
366	0.08732829595
367	0.08731500698
368	0.08649615144
369	0.08612912745
370	0.08555365682
371	0.0853064844
372	0.08471965987
373	0.08456535833
374	0.08382369084
375	0.08362603078
376	0.08310478011
377	0.08288956508
378	0.08274438139
379	0.08250010771
380	0.08212071815
381	0.08210357247
382	0.08206954422
383	0.08204672244
384	0.08196220432
385	0.08141629617
386	0.08120367855
387	0.08111680619
388	0.08106703122
389	0.08088800215
390	0.08056619384
391	0.08038292422
392	0.08017863025
393	0.07985418225
394	0.07956250962
395	0.07925206463
396	0.07913262073
397	0.07894396724
398	0.07890904468
399	0.07864931554
400	0.07832048067
401	0.07788152047
402	0.07772271148
403	0.07745246811
404	0.07726089764
405	0.07709869798
406	0.07669184248
407	0.07617202158
408	0.07591742702
409	0.07588002354
410	0.07575144755
411	0.07566302075
412	0.07559051231
413	0.07542945303
414	0.07536177994
415	0.07512480757
416	0.0749456988
417	0.07485110952
418	0.07482920503
419	0.07451198448
420	0.07418540475
421	0.07386859045
422	0.0737488891
423	0.07360502838
424	0.07354421865
425	0.07338499579
426	0.07324266037
427	0.07300045576
428	0.0729443289
429	0.07278695925
430	0.07252366501
431	0.07219082593
432	0.07189921478
433	0.07179248534
434	0.0716257364
435	0.07150695719
436	0.07147145124
437	0.07139409024
438	0.07124000209
439	0.07108806998
440	0.07104804884
441	0.07098467677
442	0.07093239596
443	0.07083724012
444	0.0708212759
445	0.07060169314
446	0.07058649602
447	0.07056871187
448	0.07033858927
449	0.07023610166
450	0.07013450996
451	0.07009694486
452	0.06988006157
453	0.06962124894
454	0.06960541602
455	0.06944016985
456	0.06928569915
457	0.06911354989
458	0.06891891972
459	0.06856141695
460	0.06842037802
461	0.06805218024
462	0.06779296521
463	0.0674309769
464	0.06734875387
465	0.06721223929
466	0.06687058351
467	0.06662851127
468	0.06660279713
469	0.06653876736
470	0.06647614388
471	0.06622096371
472	0.06597958705
473	0.06538811143
474	0.06534467623
475	0.06510733243
476	0.06492042955
477	0.06469327076
478	0.06435521101
479	0.06426913993
480	0.06409398127
481	0.06403941978
482	0.06390483674
483	0.06350918612
484	0.06341489642
485	0.06323520474
486	0.06316148256
487	0.06286507252
488	0.06263976631
489	0.06262036664
490	0.06248987716
491	0.0619667881
492	0.06154101747
493	0.06131675862
494	0.06104838734
495	0.06097755477
496	0.0609596501
497	0.06087782579
498	0.06055956215
499	0.06033400015
500	0.06026294956
501	0.06017047793
502	0.06011848635
503	0.06010664162
504	0.05965277694
505	0.05955233743
506	0.0591671991
507	0.05912709227
508	0.05909167308
509	0.05884339751
510	0.05865604607
511	0.05844434333
512	0.0582604944
513	0.0580769838
514	0.05773535747
515	0.05740003184
516	0.05726902697
517	0.05721243902
518	0.05699087965
519	0.05665530002
520	0.05652431058
521	0.0564754915
522	0.05646163706
523	0.05639820347
524	0.05636903158
525	0.05620108554
526	0.05604348757
527	0.05586318304
528	0.05571956921
529	0.05543848858
530	0.05535607132
531	0.05534577182
532	0.05517791482
533	0.05506723069
534	0.05505733178
535	0.05474119595
536	0.05456246703
537	0.05436805181
538	0.05425785813
539	0.05409927953
540	0.05392729528
541	0.05365427199
542	0.05339682953
543	0.05327573622
544	0.05315481785
545	0.05298478242
546	0.05295948271
547	0.05295505325
548	0.05280436251
549	0.05261936537
550	0.05244357088
551	0.05231349366
552	0.05230417248
553	0.05229233202
554	0.05228753885
555	0.05228007138
556	0.05207486458
557	0.05181061518
558	0.05179866173
559	0.05166372396
560	0.05150717829
561	0.05143647145
562	0.05113420033
563	0.05112743917
564	0.0510600479
565	0.0507738337
566	0.05076268734
567	0.05062819213
568	0.0505665919
569	0.05051190476
570	0.05050572392
571	0.0504410483
572	0.05028374287
573	0.05014377756
574	0.05008580701
575	0.0499700415
576	0.04972028354
577	0.04969604926
578	0.04959815749
579	0.04954153709
580	0.04949222819
581	0.0494069024
582	0.04930999703
583	0.04926172161
584	0.04925486734
585	0.04921374302
586	0.04914465332
587	0.04904607662
588	0.04893928447
589	0.04879073274
590	0.04860830781
591	0.04848800789
592	0.04827224321
593	0.0482135446
594	0.04819990319
595	0.04802403022
596	0.04799630599
597	0.04797113586
598	0.04795856112
599	0.04776410719
600	0.04761472342
601	0.04759331093
602	0.04725149522
603	0.04724403282
604	0.0471309356
605	0.04702140897
606	0.04701540217
607	0.04692527349
608	0.04662091086
609	0.04659014094
610	0.04627216556
611	0.0460243781
612	0.04577531793
613	0.04568127487
614	0.04562635524
615	0.04554821373
616	0.04543252109
617	0.04528519989
618	0.04516465674
619	0.04507619103
620	0.04500319536
621	0.04490009623
622	0.04485378934
623	0.0448146814
624	0.04474656444
625	0.04473541407
626	0.04465758377
627	0.04465625693
628	0.04462085755
629	0.04461523619
630	0.04440781145
631	0.04429244383
632	0.04423981839
633	0.04405496326
634	0.04397701465
635	0.04391802086
636	0.04387614375
637	0.04380705745
638	0.04368506431
639	0.04358918213
640	0.04349990383
641	0.04328617387
642	0.0432204816
643	0.04317276367
644	0.0431686242
645	0.04306729148
646	0.04285139143
647	0.04277349669
648	0.04270780845
649	0.04264587818
650	0.0424974235
651	0.04239949181
652	0.04232177786
653	0.04223824085
654	0.04211858361
655	0.04207137051
656	0.04194010498
657	0.04179330637
658	0.04171671691
659	0.04153379779
660	0.04147265876
661	0.04129971302
662	0.04126388304
663	0.04121868479
664	0.04112472245
665	0.04110830452
666	0.04108437929
667	0.04095689454
668	0.04093266369
669	0.04087022192
670	0.04080727479
671	0.04074485148
672	0.0407322509
673	0.0406952933
674	0.04069105193
675	0.04066814055
676	0.04061634418
677	0.0405478049
678	0.04047959779
679	0.04044936143
680	0.04043221149
681	0.04038862215
682	0.04033841314
683	0.04033838033
684	0.04028838246
685	0.04015910865
686	0.04009000387
687	0.04005919169
688	0.03994221449
689	0.03986637564
690	0.03985359869
691	0.03972685306
692	0.03956921092
693	0.03952912254
694	0.03947097765
695	0.03941363051
696	0.03911782702
697	0.03904842256
698	0.03903872775
699	0.03897553225
700	0.03897460499
701	0.0388486655
702	0.03874786108
703	0.0387156197
704	0.03866186744
705	0.03863017355
706	0.03843765798
707	0.03835489612
708	0.03832970051
709	0.03824030251
710	0.03823181128
711	0.03817538769
712	0.03815332775
713	0.0380430529
714	0.03802966057
715	0.03801190205
716	0.03782972842
717	0.03764819774
718	0.0375339888
719	0.03746483932
720	0.03745906537
721	0.03738512788
722	0.03733671287
723	0.03728758144
724	0.03710115247
725	0.03704833405
726	0.03702791966
727	0.03681274428
728	0.03676914875
729	0.03671263411
730	0.03669646394
731	0.03667131289
732	0.03662762075
733	0.03653528897
734	0.03638954643
735	0.03638499391
736	0.03620666875
737	0.03620214868
738	0.03616006551
739	0.03612312312
740	0.03605567564
741	0.0360517595
742	0.03604660824
743	0.03590382454
744	0.03575289416
745	0.0357310927
746	0.03570199376
747	0.03565477793
748	0.03556984718
749	0.03540374411
750	0.03540341954
751	0.03539110535
752	0.03532258302
753	0.03529867621
754	0.03529143901
755	0.03524994608
756	0.03524164864
757	0.03511297769
758	0.03506771402
759	0.03504727906
760	0.03499691427
761	0.03495606893
762	0.03492046113
763	0.03486593645
764	0.03484173085
765	0.03472300277
766	0.03466676282
767	0.03461628746
768	0.03449754882
769	0.03444127468
770	0.03443724894
771	0.03441646047
772	0.03438212225
773	0.03434345948
774	0.03413847094
775	0.03407516778
776	0.0339385001
777	0.03372600641
778	0.0337169316
779	0.03367301126
780	0.03360752816
781	0.03354034609
782	0.03342841243
783	0.03335279165
784	0.03324557391
785	0.03307035797
786	0.03300597049
787	0.03297340186
788	0.03287254175
789	0.03280742797
790	0.03278240916
791	0.03274268666
792	0.03264782419
793	0.03263409692
794	0.03257090413
795	0.03251289539
796	0.03248231587
797	0.03245964878
798	0.03232473537
799	0.03228082697
800	0.03216240012
801	0.03199305532
802	0.03198911081
803	0.03195939102
804	0.03179342332
805	0.03163671553
806	0.03155414547
807	0.03153370241
808	0.03150825162
809	0.03149909046
810	0.03147736391
811	0.03145370879
812	0.03133179648
813	0.03130167338
814	0.03126235542
815	0.03125941898
816	0.03122930796
817	0.03115458123
818	0.0311288443
819	0.0311054963
820	0.03109502309
821	0.03103647289
822	0.03103260411
823	0.03103039509
824	0.03098886068
825	0.03095339628
826	0.03089936711
827	0.0308177059
828	0.03076767424
829	0.03062256374
830	0.03059880103
831	0.03052181328
832	0.03042386287
833	0.03042121345
834	0.03034155985
835	0.03029719554
836	0.03027011528
837	0.03026746183
838	0.03022165561
839	0.03020334303
840	0.03016163846
841	0.03009882188
842	0.03004949543
843	0.03003832208
844	0.03000266578
845	0.0299711
846	0.02993383787
847	0.02990335611
848	0.02986690602
849	0.02986487902
850	0.02982548962
851	0.02981548179
852	0.02975938676
853	0.0296654398
854	0.02964205739
855	0.02959264222
856	0.0295714404
857	0.02956791779
858	0.0295640241
859	0.0295500709
860	0.02954705527
861	0.02948620207
862	0.02944661076
863	0.02942587198
864	0.02939617564
865	0.02936914276
866	0.02934023147
867	0.02932973206
868	0.02930631434
869	0.02917303435
870	0.02915912326
871	0.02912920185
872	0.02908265523
873	0.0290768352
874	0.02899552201
875	0.02895746768
876	0.02895160415
877	0.02891105822
878	0.02887040494
879	0.02882985794
880	0.02877511275
881	0.02876965277
882	0.0287218119
883	0.02870421542
884	0.02870152626
885	0.02868096943
886	0.02864903302
887	0.02863873659
888	0.02861151016
889	0.02857246472
890	0.02853558702
891	0.02836160807
892	0.0283505507
893	0.02834466896
894	0.02831218485
895	0.02830080508
896	0.02825506971
897	0.02823375754
898	0.02822838158
899	0.02818424413
900	0.02812556552
901	0.02808537271
902	0.02808533168
903	0.02807233595
904	0.02807075381
905	0.0280279788
906	0.02798427609
907	0.02791912986
908	0.02788118828
909	0.02783989788
910	0.02780086219
911	0.02777192316
912	0.02777002
913	0.02774891581
914	0.02770741901
915	0.02770739446
916	0.02768409025
917	0.02768171993
918	0.02768159662
919	0.02762916879
920	0.027559463
921	0.02755927276
922	0.02754491488
923	0.02750304916
924	0.02736482553
925	0.02735694856
926	0.02732535737
927	0.02728653496
928	0.02723036664
929	0.02717853785
930	0.02709312553
931	0.02705244868
932	0.02702110287
933	0.02695416391
934	0.02690249195
935	0.02688899568
936	0.02686547387
937	0.02684791796
938	0.02682062408
939	0.02670843639
940	0.02670810689
941	0.02667580122
942	0.02660173983
943	0.02651261878
944	0.02651063396
945	0.0264787947
946	0.026469855
947	0.02642395236
948	0.02639331238
949	0.0263760793
950	0.02632490773
951	0.02623521709
952	0.02611372097
953	0.02608836814
954	0.02604667732
955	0.0260272987
956	0.02602587666
957	0.02597618433
958	0.02594416907
959	0.02593462369
960	0.02588687832
961	0.02588270737
962	0.02587479636
963	0.02586593875
964	0.02582803717
965	0.02580377064
966	0.0257840596
967	0.02575266525
968	0.02571054742
969	0.02568016799
970	0.0256741921
971	0.02567171973
972	0.0256576095
973	0.02564438358
974	0.02560947319
975	0.0256023241
976	0.02559723248
977	0.02547827319
978	0.02545037513
979	0.025439186
980	0.02542316664
981	0.02540566259
982	0.02539403552
983	0.02538018658
984	0.02522832765
985	0.0251888032
986	0.02516899664
987	0.02515676013
988	0.02511851993
989	0.02508089633
990	0.02507463189
991	0.02505827181
992	0.0250568332
993	0.02505439864
994	0.02503373943
995	0.02502577816
996	0.02500840639
997	0.02498456454
998	0.0249747957
999	0.02497191033
1000	0.02495466259
1001	0.02480880503
1002	0.02479324606
1003	0.02476755125
1004	0.02462126553
1005	0.0245886827
1006	0.0245661322
1007	0.02456597812
1008	0.02453133793
1009	0.02444832878
1010	0.02443619126
1011	0.02441726433
1012	0.02441725942
1013	0.02434303376
1014	0.02427612814
1015	0.02425341136
1016	0.02423810727
1017	0.02420808632
1018	0.02415023587
1019	0.02409510011
1020	0.02409218912
1021	0.0240850196
1022	0.02408226375
1023	0.02406561184
1024	0.02401978483
1025	0.02396426125
1026	0.02390304354
1027	0.02387075854
1028	0.0238593391
1029	0.02381475751
1030	0.0238009885
1031	0.02378605156
1032	0.02372076657
1033	0.02371202605
1034	0.02366167247
1035	0.02365251271
1036	0.02361848996
1037	0.02359588692
1038	0.02359553753
1039	0.02357098602
1040	0.02353450847
1041	0.02349879793
1042	0.02347586396
1043	0.0234743585
1044	0.02344875454
1045	0.02334176336
1046	0.02331824943
1047	0.02330452377
1048	0.02307540432
1049	0.02305505633
1050	0.02304272375
1051	0.0230273746
1052	0.02300179494
1053	0.0229992935
1054	0.02298997678
1055	0.02296520922
1056	0.0228629309
1057	0.02283545144
1058	0.02280581112
1059	0.02274318906
1060	0.02273265784
1061	0.02272474237
1062	0.02270837778
1063	0.02269698966
1064	0.02269697889
1065	0.02263471805
1066	0.02263375476
1067	0.0226278283
1068	0.02261069623
1069	0.02259329096
1070	0.02257904079
1071	0.02247649806
1072	0.02245202934
1073	0.02245199435
1074	0.02243354768
1075	0.02241274198
1076	0.02232897078
1077	0.02231360618
1078	0.02221975938
1079	0.02218870914
1080	0.02217422396
1081	0.02212921357
1082	0.02208842848
1083	0.02206103896
1084	0.02203626232
1085	0.02192223871
1086	0.02189982326
1087	0.02188189822
1088	0.02186382084
1089	0.02184560596
1090	0.02180654257
1091	0.02180653486
1092	0.02178588672
1093	0.0217712046
1094	0.02173420317
1095	0.02171232021
1096	0.02165606387
1097	0.02164483717
1098	0.02160025882
1099	0.02148719672
1100	0.02143995029
1101	0.02142902183
1102	0.02142542302
1103	0.02142399178
1104	0.02141638125
1105	0.02139702469
1106	0.02139701857
1107	0.02134639567
1108	0.02131125358
1109	0.02129972078
1110	0.02129969613
1111	0.02129245465
1112	0.02127674604
1113	0.02127049256
1114	0.02124142266
1115	0.02122067011
1116	0.02119292735
1117	0.02115774657
1118	0.02113377219
1119	0.0211165832
1120	0.02111589146
1121	0.02111569368
1122	0.02110669486
1123	0.02110014508
1124	0.02109129499
1125	0.02106247355
1126	0.02105918567
1127	0.02105917888
1128	0.0210519307
1129	0.0210237307
1130	0.02097437235
1131	0.02096592668
1132	0.02096184666
1133	0.02093679334
1134	0.02091998105
1135	0.02089860825
1136	0.02088555894
1137	0.02087179012
1138	0.02085127361
1139	0.02085116188
1140	0.02084635678
1141	0.0207762533
1142	0.02075205694
1143	0.02071061927
1144	0.02070532016
1145	0.02068730347
1146	0.02062722996
1147	0.02062257241
1148	0.0205895474
1149	0.02052993194
1150	0.0205299104
1151	0.02052990374
1152	0.02052971307
1153	0.02052142675
1154	0.02050074616
1155	0.02049464333
1156	0.02044993511
1157	0.02041917333
1158	0.02039695424
1159	0.02031820545
1160	0.02030019993
1161	0.0202850243
1162	0.02027798012
1163	0.02027780698
1164	0.02027765861
1165	0.02027765443
1166	0.02025823002
1167	0.02025687443
1168	0.02021627114
1169	0.020216262
1170	0.02021612108
1171	0.02021135054
1172	0.02020491591
1173	0.02019174501
1174	0.0201746788
1175	0.02014867793
1176	0.02012571097
1177	0.02008371549
1178	0.02007888695
1179	0.02007880737
1180	0.02007878707
1181	0.0200477566
1182	0.02001754314
1183	0.01999641624
1184	0.01995875934
1185	0.01995281864
1186	0.01994062667
1187	0.01991789882
1188	0.01984699065
1189	0.01983830855
1190	0.01983822323
1191	0.01980161301
1192	0.01971379954
1193	0.01970955872
1194	0.01969874068
1195	0.01969640039
1196	0.01968402612
1197	0.01968264063
1198	0.01967605473
1199	0.01966059217
1200	0.01965309831
1201	0.01964980837
1202	0.01962038758
1203	0.01959946989
1204	0.01957033235
1205	0.01957031695
1206	0.01955142741
1207	0.01953839824
1208	0.01953426679
1209	0.01953425996
1210	0.01953286902
1211	0.01950144845
1212	0.01945117236
1213	0.01945114077
1214	0.01944985509
1215	0.01944981357
1216	0.01943683797
1217	0.01942390327
1218	0.01940444398
1219	0.01937700385
1220	0.01937059663
1221	0.01937059297
1222	0.01935908015
1223	0.01934971967
1224	0.01934173713
1225	0.01934094015
1226	0.01931471112
1227	0.01929715847
1228	0.01928414564
1229	0.01924873872
1230	0.0191945475
1231	0.01916473128
1232	0.01916383125
1233	0.01914585504
1234	0.01911556659
1235	0.01911555386
1236	0.01910710153
1237	0.01908355825
1238	0.01905975764
1239	0.01905974566
1240	0.01904550982
1241	0.01902193378
1242	0.01899874186
1243	0.01898264873
1244	0.01895371565
1245	0.01888508082
1246	0.01887900566
1247	0.01886507849
1248	0.018858344
1249	0.01884230943
1250	0.01881245689
1251	0.01879878725
1252	0.01877029324
1253	0.01874444156
1254	0.0187444371
1255	0.01874319108
1256	0.01874318664
1257	0.01872180535
1258	0.01869059056
1259	0.01867668894
1260	0.01866432393
1261	0.01866430225
1262	0.01865846292
1263	0.01865301158
1264	0.01865301103
1265	0.01863492034
1266	0.01862814237
1267	0.01859593923
1268	0.01856198901
1269	0.01855187167
1270	0.01854634101
1271	0.01852834167
1272	0.01850010997
1273	0.0184878715
1274	0.01847780876
1275	0.01847751061
1276	0.01845061653
1277	0.01840829402
1278	0.01840828724
1279	0.01840311653
1280	0.01837981383
1281	0.01837944601
1282	0.01837939925
1283	0.01834094724
1284	0.01828563425
1285	0.01828559612
1286	0.01826574132
1287	0.0182370838
1288	0.01823345419
1289	0.01817596975
1290	0.01813219361
1291	0.01809895876
1292	0.01807632389
1293	0.01807631793
1294	0.01806567918
1295	0.01806516915
1296	0.01806515119
1297	0.01805368734
1298	0.01801954778
1299	0.01801537304
1300	0.01801111479
1301	0.01799263849
1302	0.01798866927
1303	0.01798814737
1304	0.01797421807
1305	0.01795940026
1306	0.01795698462
1307	0.01794083473
1308	0.01792882493
1309	0.01792756086
1310	0.0179275501
1311	0.01792646993
1312	0.01792537391
1313	0.01791552172
1314	0.01791551788
1315	0.01791447217
1316	0.01789686721
1317	0.01784272724
1318	0.01783936868
1319	0.01781518558
1320	0.01779712932
1321	0.0177797982
1322	0.01776741178
1323	0.01775449638
1324	0.01773455742
1325	0.01773452662
1326	0.01769886598
1327	0.01769885418
1328	0.01769713555
1329	0.01769594993
1330	0.01768198725
1331	0.01768140046
1332	0.01766538382
1333	0.01764107352
1334	0.01762571848
1335	0.01760493623
1336	0.01760488235
1337	0.0175787663
1338	0.01757772048
1339	0.01757771685
1340	0.01757688027
1341	0.01756213583
1342	0.0175484137
1343	0.01753716444
1344	0.01753292791
1345	0.01753292492
1346	0.01748730669
1347	0.01747682238
1348	0.01747680902
1349	0.01747537564
1350	0.01747445297
1351	0.01746456651
1352	0.01746455109
1353	0.0174355072
1354	0.01742559642
1355	0.01742006194
1356	0.01742005299
1357	0.01742003323
1358	0.01740351943
1359	0.01738917066
1360	0.01736163566
1361	0.01735238238
1362	0.01733405727
1363	0.01731661791
1364	0.01729339289
1365	0.01729009068
1366	0.0172720234
1367	0.01726586686
1368	0.01726570298
1369	0.01726407114
1370	0.01725105594
1371	0.01724298708
1372	0.01723624726
1373	0.01722175684
1374	0.01721078037
1375	0.01717638798
1376	0.01717626837
1377	0.01717062123
1378	0.01712659049
1379	0.0171100019
1380	0.01706443964
1381	0.01703804067
1382	0.01702830373
1383	0.01702829614
1384	0.01701940773
1385	0.01701537577
1386	0.01699380374
1387	0.01698299817
1388	0.01696418068
1389	0.01694923032
1390	0.0169438375
1391	0.0169383218
1392	0.0169383218
1393	0.01693739681
1394	0.01691539853
1395	0.01688235002
1396	0.01687968369
1397	0.01687968271
1398	0.01687863318
1399	0.0168740109
1400	0.01686465468
1401	0.01686465061
1402	0.01685114713
1403	0.01685107515
1404	0.01684665784
1405	0.0168466378
1406	0.01683995153
1407	0.01683636712
1408	0.01680181846
1409	0.01677667541
1410	0.01675586014
1411	0.01675148492
1412	0.01675147268
1413	0.01674420828
1414	0.01672940888
1415	0.01666467959
1416	0.01666462886
1417	0.01665441629
1418	0.01664176015
1419	0.01662131617
1420	0.01659895339
1421	0.01657240615
1422	0.01655136583
1423	0.01653156854
1424	0.0165065026
1425	0.01649820299
1426	0.01649819361
1427	0.01649812555
1428	0.0164805912
1429	0.01647825566
1430	0.01646082744
1431	0.01644261702
1432	0.01638013248
1433	0.01636313959
1434	0.01631640613
1435	0.01630084388
1436	0.01630064017
1437	0.01630063452
1438	0.01627095237
1439	0.016266849
1440	0.01618153309
1441	0.01617400626
1442	0.01616284502
1443	0.01610450901
1444	0.01610009744
1445	0.01607444503
1446	0.01606100793
1447	0.01602160141
1448	0.01601667832
1449	0.01600918989
1450	0.01598655604
1451	0.01597908171
1452	0.01596763669
1453	0.01596763291
1454	0.0159593212
1455	0.0159593177
1456	0.01595912953
1457	0.01595906614
1458	0.01590832969
1459	0.01577747194
1460	0.01573379154
1461	0.01571002133
1462	0.0156902649
1463	0.01569014266
1464	0.01568389155
1465	0.01567816139
1466	0.01567209643
1467	0.01565233131
1468	0.01564218125
1469	0.01562044374
1470	0.01561993275
1471	0.01561993275
1472	0.01561424275
1473	0.01560122515
1474	0.01560108786
1475	0.0156010846
1476	0.0155761511
1477	0.01554983541
1478	0.01553992893
1479	0.01551014288
1480	0.01551013754
1481	0.01551012751
1482	0.01549531625
1483	0.01549523714
1484	0.01548796744
1485	0.01547367414
1486	0.01547354308
1487	0.01547352132
1488	0.01547351625
1489	0.01546974378
1490	0.01544091849
1491	0.01541136085
1492	0.01541135584
1493	0.01541133871
1494	0.01536382824
1495	0.01535858894
1496	0.01535248491
1497	0.01535213956
1498	0.01534068577
1499	0.01533063939
1500	0.0153220989
